Genus,Species,,Location,,Date,TL (cm),Bite length (mm),Bite width (mm)
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,9,1.9
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,9.8,2
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
